article_id,project_id,user_id,user_type,save_at,share_at,love_at,sad_at,angry_at
76,2,90,resident,2018-02-01 01:47:52,2017-05-18 20:56:55,,,2017-07-02 17:01:25
76,2,90,resident,,2017-04-04 14:22:52,,2017-12-02 05:34:27,
76,8,90,owner,,2018-03-22 10:47:50,,2017-04-30 18:54:15,
76,8,90,owner,,2017-07-26 02:17:08,,,2017-04-18 04:38:02
76,8,90,owner,,,,,2017-08-04 17:54:47
76,5,90,guest,,,,2017-05-19 17:36:08,
76,5,90,guest,2018-02-19 14:49:28,,,,2017-07-31 19:47:57
76,5,90,guest,2017-04-20 23:32:34,2017-06-12 07:26:26,,,2017-12-12 21:38:21
76,2,71,guest,2017-10-07 21:34:46,2017-07-19 18:19:38,,,2017-10-21 10:57:57
76,10,71,guest,,2018-03-05 09:47:52,,,2017-04-25 17:58:37
76,3,71,owner,2018-03-22 18:03:34,2018-04-04 08:16:33,,2017-05-28 14:30:40,
96,2,78,resident,2017-12-24 22:46:57,,,,2017-10-11 21:55:35
96,10,78,guest,2018-01-17 01:41:17,2017-08-01 13:40:08,,2017-11-01 06:51:30,
96,2,56,guest,2017-07-17 15:06:13,2017-10-05 18:45:43,,,2018-01-13 13:16:25
96,2,56,guest,,,2017-10-25 03:06:01,,
96,2,56,guest,2017-10-04 10:27:27,,,2017-09-24 22:50:54,
96,7,56,resident,,2018-03-25 02:31:08,,,2017-11-20 19:47:48
96,7,56,resident,,2018-02-14 02:36:12,,,2017-11-22 23:43:40
96,7,56,resident,2017-09-07 06:53:21,2017-04-28 03:13:10,2017-06-23 19:15:52,,
96,4,56,owner,2018-03-11 11:52:09,2017-05-10 05:49:50,,2017-07-31 02:44:42,
96,4,56,owner,2017-10-01 13:17:09,2017-08-30 13:26:08,,,2017-06-22 13:05:10
96,4,56,owner,,2017-10-27 07:37:36,,2017-12-05 15:15:59,
96,2,85,owner,,,,2017-11-19 23:43:58,
96,7,85,owner,2017-06-24 05:15:17,2017-04-24 02:30:50,,,2017-06-09 20:09:23
96,6,85,owner,,2017-06-09 10:49:49,,,2018-04-06 19:32:17
96,1,85,owner,2017-11-04 05:22:08,2017-10-12 16:16:15,,,2017-05-19 17:42:10
96,2,31,guest,,2017-08-30 01:15:53,,,2018-02-23 04:01:30
96,2,31,guest,,,2017-12-26 23:14:23,,
96,2,31,guest,,,,,2017-06-27 00:12:31
96,10,31,guest,2017-10-30 13:01:16,2017-06-10 15:46:00,,,2018-03-24 08:11:33
96,10,31,guest,,,,2017-08-27 01:31:01,
96,10,31,guest,,2017-07-07 16:37:45,,,2017-04-08 05:40:54
96,5,31,owner,,2018-03-05 13:27:35,2018-01-15 16:45:48,,
96,5,31,owner,,2017-11-28 12:21:39,,,2017-09-26 14:42:46
96,5,31,owner,,2017-08-25 18:28:27,,,2018-03-29 03:43:34
96,2,84,owner,2017-06-08 22:52:54,,2017-12-13 21:20:12,,
96,2,84,owner,2017-09-06 16:40:03,2018-02-20 23:25:20,,2018-02-03 08:46:12,
96,2,84,owner,,2017-07-10 23:06:24,,2017-04-21 14:27:25,
96,8,84,tenant,2018-04-05 18:53:30,2017-04-08 03:51:27,,2017-10-21 09:23:02,
96,8,84,tenant,,2017-10-19 02:37:00,,2017-10-24 05:13:46,
96,8,84,tenant,2017-12-18 16:20:10,,,,2017-04-09 05:16:30
96,6,84,resident,2017-11-11 02:48:02,2018-03-17 13:55:37,2017-11-20 06:24:17,,
96,6,84,resident,2018-01-28 01:25:11,2018-02-20 09:12:19,2017-08-24 16:48:33,,
96,6,84,resident,,2017-06-21 09:44:36,,,2017-10-14 18:59:15
96,4,84,owner,2017-09-22 18:02:17,2017-06-06 13:44:17,,,2018-01-07 18:51:51
96,4,84,owner,2017-07-13 22:46:06,,2017-08-12 11:57:08,,
96,4,84,owner,,,,2018-01-10 13:48:13,
96,2,47,resident,2017-11-10 11:55:41,,2017-12-11 22:29:05,,
96,4,47,guest,,,,2017-09-26 09:09:54,
96,2,32,resident,2017-04-19 20:05:51,,,2017-08-19 23:31:22,
96,8,32,tenant,2017-04-05 17:46:54,,,,2017-10-25 15:09:35
96,1,32,tenant,2018-04-03 18:55:58,,2017-09-28 17:22:38,,
96,9,32,tenant,,2018-01-31 05:27:01,,,2017-11-13 02:37:15
96,2,5,owner,,,,,2017-11-07 11:45:08
96,2,5,owner,,,,2017-09-10 10:25:55,
96,8,5,owner,,,,,2017-06-10 04:01:34
96,8,5,owner,,,,,2017-07-16 22:47:41
96,10,5,guest,2017-04-15 10:24:31,,,2018-03-20 17:33:48,
96,10,5,guest,,2018-02-13 21:53:47,,,2017-07-02 13:29:28
96,4,5,tenant,,2017-11-03 05:53:25,2017-12-31 09:49:51,,
96,4,5,tenant,2018-01-19 03:48:44,2017-07-09 22:45:59,,,2017-06-10 11:41:20
96,2,90,resident,,2017-11-08 00:58:57,2018-01-10 00:51:27,,
96,8,90,owner,2018-01-04 00:44:33,,,2017-09-19 00:51:52,
96,5,90,guest,,,,2017-06-08 02:56:58,
96,9,90,resident,2018-01-12 08:55:30,2018-02-03 23:44:30,,2018-02-22 08:03:06,
96,2,62,owner,2018-03-11 13:58:21,2018-02-06 09:54:59,,,2017-10-13 00:26:25
96,10,62,guest,2018-01-03 08:37:32,,,2018-03-13 04:26:15,
96,6,62,tenant,,2017-07-03 04:55:00,2017-10-31 21:28:11,,
67,2,98,resident,,,,,2017-04-18 05:16:44
67,8,98,tenant,2018-04-02 04:26:47,2017-04-17 07:11:23,2017-05-09 19:41:13,,
67,6,98,resident,2018-04-07 18:18:24,2018-01-25 17:10:21,,,2018-01-17 04:02:09
67,2,68,guest,,2018-03-17 08:08:47,,2018-03-18 01:09:29,
67,3,68,guest,2017-12-10 00:26:18,,,,2018-01-09 14:05:45
67,1,68,resident,2018-01-01 02:47:52,2018-02-07 06:13:45,,2018-04-04 16:34:03,
67,2,23,guest,2017-07-19 05:25:07,2017-07-17 02:23:20,2017-12-16 15:08:36,,
67,3,23,owner,2017-06-05 02:43:09,2017-11-21 03:55:07,,,2017-07-10 06:30:59
67,1,23,tenant,,,,,2017-08-13 20:31:37
67,2,31,guest,2017-10-11 08:31:11,2018-04-10 22:09:17,,,2017-06-08 01:09:57
67,2,31,guest,2017-04-08 15:32:34,,,2017-08-30 00:43:38,
67,2,42,resident,2017-08-01 23:13:46,2017-10-15 07:31:52,,2017-09-06 12:14:04,
67,2,84,owner,2017-10-18 05:58:14,,2017-06-11 00:39:05,,
67,2,84,owner,,,,2018-01-30 20:32:41,
67,8,84,tenant,,,2017-07-29 11:05:40,,
67,8,84,tenant,,,2017-05-26 15:29:41,,
67,3,84,resident,2017-10-18 14:04:04,,,2017-07-30 19:54:17,
67,3,84,resident,,2017-09-30 17:57:10,2017-05-31 22:18:45,,
67,6,84,resident,,2017-11-23 05:52:23,2017-11-06 16:02:18,,
67,6,84,resident,2018-03-23 17:54:05,,,2018-02-10 04:16:06,
67,2,47,resident,2018-02-12 23:51:11,,,,2018-01-28 07:31:39
67,2,5,owner,,2017-05-18 05:00:06,,2018-02-17 17:00:49,
67,8,5,owner,2017-06-09 07:43:59,,2017-12-25 15:44:14,,
67,3,5,owner,,,,,2018-03-29 11:19:53
67,2,62,owner,,,2018-03-18 14:53:39,,
67,2,62,owner,,,2018-03-31 07:38:17,,
67,6,62,tenant,,2017-12-07 07:45:39,,2017-09-17 02:52:13,
67,6,62,tenant,2017-11-18 23:03:06,,,,2017-04-15 13:29:12
67,2,13,tenant,,2017-12-23 15:23:36,,2017-07-23 21:25:22,
67,2,13,tenant,2017-11-07 07:33:34,2017-11-05 06:28:04,2017-11-24 13:58:35,,
67,2,13,tenant,,2017-06-07 16:54:31,2018-01-23 23:41:59,,
67,2,13,tenant,,2018-04-06 17:21:06,2017-08-27 16:42:06,,
67,3,13,guest,,2018-01-06 04:46:05,,,2017-08-20 22:12:29
67,3,13,guest,,2017-09-12 19:02:42,,,2017-05-29 04:44:56
67,3,13,guest,,,,,2018-02-11 08:13:45
67,3,13,guest,,,,2017-11-17 01:26:51,
67,6,13,resident,2017-08-25 16:46:30,,,2017-05-04 19:44:10,
67,6,13,resident,,,,2017-06-20 23:08:53,
67,6,13,resident,,2017-11-17 22:19:34,2018-03-26 15:35:44,,
67,6,13,resident,2017-09-22 04:30:46,2018-03-03 14:03:32,,2017-08-08 14:04:26,
75,2,56,guest,,2017-12-04 08:21:46,,,2017-08-25 21:41:42
75,2,56,guest,2017-08-28 18:44:45,,,2017-07-08 10:45:16,
75,4,56,owner,2018-01-23 21:38:27,,2017-11-19 20:49:08,,
75,4,56,owner,2017-08-25 10:23:16,2017-06-11 16:18:40,,,2017-05-29 06:10:23
75,2,98,resident,,,,2017-12-06 17:30:20,
75,2,98,resident,2017-05-29 22:23:11,2017-08-15 03:44:44,2017-12-06 00:14:37,,
75,8,98,tenant,2017-09-18 21:04:20,2017-11-19 00:26:50,,2018-04-09 20:27:42,
75,8,98,tenant,,2018-02-23 05:56:31,,,2018-03-11 15:39:08
75,10,98,owner,2017-11-25 12:12:47,2017-04-18 21:12:49,2017-06-20 10:46:03,,
75,10,98,owner,,,2017-05-16 20:06:30,,
75,6,98,resident,2017-11-27 21:55:12,,,,2017-08-20 07:41:40
75,6,98,resident,2017-10-04 06:04:26,2017-06-04 20:24:49,,,2017-05-07 02:23:34
75,2,53,guest,2018-03-08 14:36:12,,2017-12-20 20:25:07,,
75,8,53,guest,,,,2017-06-20 09:47:48,
75,2,87,resident,,,2017-10-21 15:26:49,,
75,6,87,resident,,,,,2017-12-07 16:53:04
75,1,87,owner,,2018-01-21 23:00:28,,,2017-06-25 22:04:49
75,9,87,resident,2017-04-15 20:24:41,2017-09-29 07:59:38,,2017-11-15 13:22:53,
75,2,11,resident,2017-08-02 14:29:56,2017-06-11 16:36:22,2017-09-13 08:15:15,,
75,10,11,resident,,2017-12-25 12:38:29,2018-04-04 18:31:00,,
75,6,11,tenant,,,2017-07-04 00:10:55,,
75,4,11,tenant,,,2017-05-23 06:32:38,,
75,9,11,guest,,2017-09-27 07:12:06,,2017-08-26 22:44:14,
75,2,13,tenant,,2017-11-17 09:09:52,,2018-01-25 10:47:54,
75,6,13,resident,,2017-07-03 06:59:04,,,2018-02-09 12:30:46
15,2,53,guest,,,2018-03-26 08:09:36,,
15,2,53,guest,2018-02-16 21:19:17,2017-10-07 05:04:06,,2017-08-26 10:33:35,
15,8,53,guest,,2017-10-23 07:31:12,2017-11-10 21:20:35,,
15,8,53,guest,,,,2018-01-27 10:40:07,
15,2,85,owner,2018-02-21 00:20:50,,,2017-04-26 21:30:52,
15,2,85,owner,,2017-05-31 13:54:05,2017-04-12 10:39:22,,
15,3,85,resident,,2018-03-30 09:32:48,2017-12-25 06:22:59,,
15,3,85,resident,2017-05-05 23:10:41,,,2017-08-11 17:55:52,
15,6,85,owner,2017-07-31 04:39:54,2017-10-04 01:47:26,,2018-01-23 00:39:56,
15,6,85,owner,2017-04-25 17:35:55,2018-02-07 20:31:31,,2017-07-26 03:45:43,
15,1,85,owner,,,,,2017-12-16 03:57:22
15,1,85,owner,,2017-09-13 01:22:25,2017-05-13 05:05:08,,
15,2,87,resident,2018-03-12 09:13:16,,,,2017-09-20 04:01:36
15,2,87,resident,2018-02-13 14:02:35,,,2017-05-29 12:52:53,
15,2,87,resident,2017-05-30 04:29:05,,,2017-08-25 06:30:33,
15,6,87,resident,2017-09-04 16:23:19,2017-12-14 06:17:48,2017-09-03 19:03:01,,
15,6,87,resident,,,2017-10-26 10:40:19,,
15,6,87,resident,2017-11-26 06:08:57,,,2018-02-24 14:45:12,
15,1,87,owner,2017-06-02 10:58:13,,,2017-05-17 00:07:08,
15,1,87,owner,2017-11-16 16:31:55,2017-07-08 22:28:10,,,2018-01-19 13:44:26
15,1,87,owner,2017-07-09 17:43:43,,,2017-04-06 16:48:40,
15,2,1,resident,2017-08-22 21:06:46,,,2017-06-09 05:12:10,
15,2,31,guest,2017-10-31 17:03:16,2017-05-28 11:39:34,,,2017-10-27 01:32:32
15,10,31,guest,2017-09-20 08:33:49,2017-04-25 00:40:57,2017-05-10 19:20:05,,
15,5,31,owner,2017-10-04 07:18:07,2018-02-05 16:08:25,2017-06-16 19:10:16,,
15,2,11,resident,2017-06-14 04:03:09,2018-02-15 01:56:11,,,2017-11-28 18:58:44
15,10,11,resident,2017-09-18 12:33:32,,,2018-01-14 21:59:53,
15,6,11,tenant,2017-12-22 15:53:31,2017-12-08 17:27:45,,,2017-11-15 07:58:46
15,2,17,tenant,,,,2018-02-01 05:00:42,
15,2,17,tenant,2017-11-18 09:01:36,2017-06-12 04:58:03,,2017-11-04 21:28:48,
15,5,17,guest,2017-05-22 23:22:23,,,2017-07-06 18:03:23,
15,5,17,guest,,2017-07-30 12:57:52,,2017-09-18 09:51:07,
15,2,32,resident,2017-04-20 05:59:57,,2018-01-27 01:58:09,,
15,8,32,tenant,,,2017-08-11 21:08:07,,
15,3,32,owner,2017-07-29 18:46:07,,,2018-02-12 06:24:28,
15,1,32,tenant,2017-09-29 14:10:55,2017-05-02 16:54:08,2017-07-14 18:05:16,,
15,2,5,owner,2018-03-12 05:40:26,,2018-03-29 04:10:53,,
15,2,5,owner,,2017-10-12 12:26:02,2018-04-04 21:49:38,,
15,8,5,owner,2018-01-15 07:39:07,2017-09-04 00:58:05,2017-12-16 11:13:55,,
15,8,5,owner,2017-06-09 05:45:42,,2017-04-28 09:22:54,,
15,10,5,guest,2017-09-12 12:44:41,2018-01-29 12:00:47,2018-01-04 21:52:40,,
15,10,5,guest,,,2018-02-03 12:29:25,,
15,3,5,owner,2018-02-21 21:23:25,,,,2018-02-27 15:49:47
15,3,5,owner,,2018-03-24 13:43:20,2017-08-11 15:43:45,,
15,2,90,resident,2017-04-26 21:47:36,2017-05-15 13:22:59,,,2017-10-30 06:14:34
15,8,90,owner,2017-06-15 04:48:12,,,2018-01-04 08:43:15,
15,5,90,guest,2017-10-04 08:07:53,2017-05-24 18:26:34,2017-07-31 03:25:17,,
15,2,13,tenant,,2017-06-22 18:58:47,2018-04-05 11:38:09,,
15,3,13,guest,,2018-01-09 11:04:18,2017-09-08 07:01:53,,
15,6,13,resident,,2017-07-07 02:52:28,2017-12-22 17:11:47,,
24,2,93,owner,,,,2017-12-29 16:42:45,
24,10,93,owner,2017-07-16 12:07:54,2017-05-25 11:26:22,2018-01-03 17:01:44,,
24,2,78,resident,2017-09-12 11:21:31,2018-02-10 05:17:56,2017-05-31 01:00:55,,
24,10,78,guest,,2017-11-01 17:45:39,2017-09-20 23:42:55,,
24,2,87,resident,,2017-06-06 21:05:55,,2017-10-16 05:37:09,
24,6,87,resident,,,2018-02-09 05:19:19,,
24,1,87,owner,,2017-07-02 11:37:24,,,2017-12-15 20:39:07
24,2,1,resident,2017-04-18 01:50:50,,,,2017-05-15 14:18:41
24,2,31,guest,2017-10-10 18:41:01,2018-03-24 19:03:31,,,2018-02-09 20:39:41
24,10,31,guest,,2018-01-03 05:01:44,,,2017-07-24 15:28:02
24,2,17,tenant,2017-08-18 04:02:57,2018-02-17 00:27:03,,2017-11-20 22:54:11,
24,2,62,owner,,2018-03-27 06:19:06,2017-09-09 06:07:00,,
24,10,62,guest,,2017-08-26 22:39:18,,2018-01-02 13:15:12,
24,6,62,tenant,,2017-12-25 22:18:46,2018-03-12 02:32:14,,
24,2,13,tenant,,,,2017-06-03 10:56:01,
24,6,13,resident,2017-08-17 13:56:31,,,,2017-04-22 16:25:43
97,8,35,tenant,2017-08-22 06:01:46,,,2017-06-03 18:30:01,
97,8,35,tenant,,,2017-07-25 01:57:47,,
97,5,35,owner,,,2017-09-23 06:30:09,,
97,5,35,owner,2018-02-01 09:45:55,2017-12-31 09:48:28,,,2017-12-24 01:57:22
97,9,35,tenant,2017-09-07 07:37:37,2017-07-07 04:35:26,,2018-04-09 13:17:33,
97,9,35,tenant,,,,,2017-09-28 18:37:55
97,8,5,owner,2017-04-25 13:19:36,2017-12-17 21:00:30,2017-05-28 16:13:31,,
97,8,22,owner,,,,2017-12-06 08:49:49,
97,8,22,owner,2017-08-04 17:53:02,,,2017-12-26 09:09:52,
97,5,22,guest,,2018-01-08 18:36:25,,,2018-02-05 18:21:20
97,5,22,guest,2017-05-23 05:23:32,,,,2017-06-30 05:51:53
97,1,22,tenant,,,2017-05-15 16:39:32,,
97,1,22,tenant,,2017-07-02 04:05:11,,,2017-11-26 21:22:40
97,9,22,resident,2017-08-21 23:48:59,,,,2017-12-18 05:09:21
97,9,22,resident,2018-02-25 06:41:02,,,,2018-04-07 12:24:49
97,8,16,tenant,2017-08-15 14:14:33,2017-07-20 17:16:24,,2018-01-07 11:30:26,
97,5,16,resident,,,,,2017-09-18 02:28:16
97,8,10,guest,2017-07-26 12:45:01,,2017-04-16 06:47:18,,
97,1,10,owner,2017-06-30 02:50:28,2017-07-18 07:57:53,,2018-03-17 00:18:24,
97,9,10,tenant,2017-08-22 06:55:35,,,,2017-05-03 06:10:20
53,8,77,owner,2017-07-10 00:04:58,,,2017-09-21 03:07:45,
53,10,77,tenant,2017-12-30 03:32:33,2017-05-19 21:40:36,2017-07-29 05:59:26,,
53,8,22,owner,2018-01-06 18:34:35,,,2017-12-29 03:14:56,
53,8,22,owner,2017-06-03 08:40:45,2017-04-21 18:37:19,,,2018-03-09 07:54:24
53,9,22,resident,,2017-11-19 21:45:19,2017-05-22 19:50:18,,
53,9,22,resident,2017-10-17 21:33:05,,2018-01-23 17:15:01,,
53,8,16,tenant,2018-03-31 13:19:14,2017-08-02 19:29:57,,,2017-12-01 09:26:34
53,8,10,guest,,,,2018-04-06 14:09:13,
53,9,10,tenant,,2018-03-11 18:46:08,,,2017-10-22 07:46:48
53,8,81,tenant,,,,,2017-08-12 04:39:52
53,10,81,guest,2017-09-27 08:56:55,,,2017-08-09 11:10:46,
53,8,82,tenant,2018-01-21 14:10:15,,2017-05-22 19:29:58,,
53,8,82,tenant,,2018-02-15 06:45:51,2017-11-05 10:47:17,,
53,9,82,owner,,2017-09-01 14:17:53,,2017-11-12 16:35:17,
53,9,82,owner,2018-01-27 08:09:34,2018-01-21 02:00:41,,2017-08-16 00:46:14,
53,8,14,owner,2018-03-12 12:53:42,,,,2017-07-26 08:35:04
53,8,44,owner,,2017-11-12 03:25:46,2018-01-01 09:53:45,,
53,10,44,tenant,2017-08-16 12:55:22,,,,2017-05-14 11:36:54
53,4,44,resident,2017-12-09 14:06:54,2018-02-26 04:26:43,,2018-02-18 18:53:48,
53,8,20,guest,,2017-10-12 18:44:07,,,2017-05-03 11:57:10
53,10,20,guest,2017-11-07 14:52:30,,,2017-05-03 10:18:50,
43,8,18,resident,2017-08-01 12:06:30,2017-04-20 23:21:30,,,2017-12-17 11:42:04
43,10,18,owner,2017-07-06 14:16:03,2017-06-28 07:55:58,,,2017-04-19 00:25:53
43,8,77,owner,2017-07-16 22:33:50,,2017-05-10 17:43:16,,
43,10,77,tenant,2017-04-23 04:18:58,2018-02-26 19:28:28,,,2017-11-26 04:54:39
43,8,22,owner,2017-11-01 01:44:58,2018-01-30 10:52:05,2017-12-19 18:31:43,,
43,8,22,owner,2017-05-30 11:32:20,2017-06-11 06:11:40,,,2017-06-13 19:48:31
43,8,22,owner,,2017-07-07 17:14:14,2018-01-02 15:50:35,,
43,8,22,owner,,2017-07-28 02:29:22,2017-09-10 16:51:12,,
43,3,22,tenant,,2017-09-05 14:53:50,2018-03-06 02:24:39,,
43,3,22,tenant,2018-02-06 22:14:09,,2017-06-25 00:51:39,,
43,3,22,tenant,,2018-01-31 04:24:16,2017-11-14 11:20:02,,
43,3,22,tenant,2017-11-30 06:36:15,,,2017-11-06 03:10:33,
43,1,22,tenant,2017-10-09 03:41:28,2018-03-02 03:06:56,2017-06-03 13:30:56,,
43,1,22,tenant,2017-11-18 09:03:44,,,,2017-06-21 22:39:04
43,1,22,tenant,,,,2017-12-12 17:58:50,
43,1,22,tenant,2018-01-03 21:45:02,2017-10-17 10:33:33,,,2017-06-28 18:08:04
43,9,22,resident,2017-08-08 08:08:19,2017-10-08 09:32:29,,,2017-09-19 01:25:49
43,9,22,resident,2017-07-25 08:28:20,,,2018-02-25 00:18:11,
43,9,22,resident,2017-07-28 06:03:02,,2017-08-13 06:35:19,,
43,9,22,resident,2017-04-17 01:24:05,2017-04-11 14:11:37,2018-02-02 13:55:18,,
43,8,16,tenant,,,,,2017-08-07 00:17:58
43,8,16,tenant,2017-06-10 10:30:21,2018-03-03 18:52:05,,,2018-03-06 11:41:14
43,3,16,owner,,2018-03-21 08:39:35,2017-12-01 04:29:48,,
43,3,16,owner,,,,2017-06-10 23:27:21,
43,8,93,guest,2018-01-30 03:56:49,2018-01-15 14:02:47,,,2017-09-28 01:23:35
43,10,93,owner,,,2017-07-22 06:40:58,,
43,3,93,owner,,,,2018-01-28 12:56:41,
43,8,81,tenant,2018-01-13 03:00:46,,2017-12-21 22:43:15,,
43,10,81,guest,2017-06-12 14:35:29,,2017-09-04 10:13:59,,
43,8,4,guest,2017-05-09 16:50:34,2017-05-05 03:39:00,,2017-05-07 00:40:30,
43,8,4,guest,,,,,2017-11-04 19:54:03
43,3,4,resident,,2017-11-02 13:09:27,,,2017-10-24 23:13:18
43,3,4,resident,,,,2017-05-15 22:54:20,
43,1,4,resident,,2017-07-15 00:56:10,2017-08-29 05:31:21,,
43,1,4,resident,,2017-05-21 00:07:38,,2017-07-19 15:56:16,
43,9,4,resident,,2018-03-28 16:58:40,,2017-04-21 23:46:03,
43,9,4,resident,,,2017-12-25 03:04:19,,
43,8,43,guest,,,2018-03-27 04:46:33,,
43,9,43,tenant,2017-09-28 09:12:03,,2017-12-02 01:36:10,,
43,8,20,guest,2017-10-15 23:17:05,2017-11-03 04:09:56,2017-08-31 23:19:26,,
43,10,20,guest,2017-10-27 10:40:27,,,2018-01-06 05:32:56,
15,8,77,owner,,2018-03-16 22:03:36,,2017-11-15 07:23:37,
15,10,77,tenant,2017-09-24 23:06:22,2017-10-21 23:07:07,,,2017-06-23 21:37:58
15,6,77,tenant,2018-01-04 17:06:26,2018-02-11 17:54:09,,,2018-03-17 01:20:39
15,8,19,owner,2017-04-22 01:08:23,,2017-04-29 05:44:15,,
15,8,91,owner,,2018-03-24 19:42:55,2017-07-26 17:32:59,,
15,8,91,owner,,2017-11-14 23:26:44,2017-07-26 09:40:50,,
15,8,12,owner,2018-02-06 04:50:15,2018-03-18 01:07:09,2017-10-01 01:41:22,,
15,3,12,guest,,,,,2018-02-10 05:27:08
15,8,15,guest,,2017-10-29 23:43:25,2017-06-11 08:57:26,,
15,8,15,guest,,,,2018-04-04 18:31:02,
15,10,15,guest,2017-11-04 17:19:01,,,,2017-12-22 03:47:27
15,10,15,guest,2017-07-11 04:41:34,2018-01-15 23:17:34,,2017-09-09 08:11:56,
15,3,15,resident,,2017-12-28 02:13:18,2018-02-27 11:34:40,,
15,3,15,resident,,2017-05-18 07:04:36,2017-09-21 18:30:57,,
15,6,15,resident,,,,,2017-08-18 07:11:00
15,6,15,resident,2017-11-09 02:58:11,,,,2017-10-10 15:50:24
15,5,15,resident,,2017-12-09 20:38:32,,2017-09-30 01:05:55,
15,5,15,resident,2017-12-28 05:22:15,,,2017-04-20 16:08:57,
17,8,35,tenant,,2017-06-01 14:14:04,,,2017-11-21 22:36:22
17,10,35,owner,2017-12-28 22:34:06,2018-04-07 10:34:02,,2017-08-12 23:25:22,
17,6,35,owner,,,,2017-04-10 11:31:26,
17,5,35,owner,2017-09-12 17:49:28,2017-08-15 16:16:32,,,2018-03-21 09:25:19
17,9,35,tenant,,,,,2018-03-29 00:33:18
17,8,22,owner,,2017-10-05 07:05:53,2018-03-07 07:31:57,,
17,3,22,tenant,,2017-10-12 21:15:15,2017-11-11 15:45:58,,
17,6,22,resident,,2018-04-04 19:45:51,,2017-11-05 14:20:22,
17,5,22,guest,2017-05-02 16:20:15,2017-12-09 21:51:12,2017-09-12 12:48:57,,
17,9,22,resident,2017-07-17 23:25:58,2017-06-14 01:26:39,,,2017-05-27 21:04:44
17,8,16,tenant,2018-01-12 08:53:07,2017-12-29 14:59:06,,2017-10-02 09:46:43,
17,3,16,owner,2018-03-05 12:23:07,2017-06-30 04:01:46,,,2017-10-30 11:59:25
17,5,16,resident,2018-03-08 02:42:42,,2018-02-13 11:23:42,,
17,8,92,tenant,2018-01-15 17:19:04,,,2017-12-14 06:08:13,
17,8,10,guest,,2017-04-04 06:12:22,2017-07-28 12:56:59,,
17,3,10,owner,,,,,2017-11-13 23:46:32
17,9,10,tenant,2017-09-07 19:08:40,,,,2017-09-18 11:20:24
17,8,82,tenant,,,,,2018-02-07 07:29:10
17,6,82,tenant,,,,2017-06-14 06:49:44,
17,9,82,owner,2018-02-17 08:53:06,2018-03-09 06:14:55,,,2017-04-22 23:20:23
17,8,44,owner,,,2018-01-30 11:14:15,,
17,10,44,tenant,2017-09-03 04:13:15,,,2018-01-14 06:24:18,
26,8,52,tenant,2017-12-30 07:14:37,,,,2017-06-18 12:26:36
26,3,52,resident,,2017-07-01 12:33:37,,2018-03-20 08:24:45,
26,8,16,tenant,,2018-03-08 05:48:26,,,2017-07-02 09:30:03
26,3,16,owner,2018-02-13 03:49:56,,,2017-12-06 04:18:44,
26,8,10,guest,,2018-01-30 16:25:34,,2017-08-07 06:10:27,
26,3,10,owner,2017-12-01 16:31:49,,2017-04-12 06:41:44,,
26,1,10,owner,2018-01-15 11:31:33,2017-08-22 10:23:10,,2017-07-14 23:07:58,
26,9,10,tenant,,2017-08-10 02:29:04,,2017-09-13 23:39:19,
26,8,82,tenant,,,,,2017-12-19 14:21:47
26,8,82,tenant,2018-03-01 06:55:28,,,,2018-02-15 19:38:02
26,8,82,tenant,,,,,2017-07-14 19:31:16
26,6,82,tenant,,2017-10-10 19:57:54,,2017-10-29 00:57:30,
26,6,82,tenant,2017-12-08 16:49:37,,,2017-05-22 23:44:48,
26,6,82,tenant,,2018-03-22 22:11:17,,2017-06-01 11:01:22,
26,9,82,owner,2018-02-02 00:23:49,2017-09-10 02:13:23,,,2017-05-15 03:03:02
26,9,82,owner,,,2017-11-09 06:05:36,,
26,9,82,owner,2017-09-16 11:57:59,,,2017-08-20 04:50:53,
26,8,19,owner,,,,2017-11-29 01:58:35,
26,4,19,guest,2017-04-16 09:10:41,,2017-05-31 16:47:10,,
26,8,4,guest,2017-06-07 05:50:19,,,,2017-12-23 18:23:19
26,3,4,resident,2017-08-27 22:39:52,2018-03-20 20:39:52,2017-12-05 11:03:21,,
26,6,4,tenant,2017-08-27 13:06:47,2017-04-09 18:05:51,,2017-12-22 11:37:00,
26,1,4,resident,2018-02-09 08:41:56,2018-03-25 22:56:49,2017-11-14 20:44:06,,
26,9,4,resident,2017-08-02 10:35:46,,,,2017-07-07 00:09:07
26,8,95,owner,2017-05-12 23:35:09,2017-08-16 23:58:06,2017-11-07 05:24:34,,
26,6,95,guest,2017-11-28 14:00:37,,,2017-09-01 15:07:05,
26,8,14,owner,2017-09-12 12:54:52,2017-04-08 13:41:54,2017-05-26 01:49:53,,
26,8,14,owner,2017-05-29 19:01:22,,,,2018-01-07 22:09:52
26,8,14,owner,,2017-07-19 10:13:19,,,2017-12-20 18:05:53
26,6,14,guest,,2017-10-08 11:34:43,,2017-09-09 13:32:29,
26,6,14,guest,,,,2017-12-25 21:28:25,
26,6,14,guest,2017-12-07 14:52:59,,,,2017-06-28 03:50:09
26,1,14,resident,2018-03-30 12:20:13,,,2018-03-01 11:21:16,
26,1,14,resident,,2017-07-16 09:53:29,2017-11-28 20:22:23,,
26,1,14,resident,,,2018-03-12 20:30:40,,
26,8,12,owner,,2017-11-07 14:18:42,2017-09-03 08:48:11,,
26,3,12,guest,2017-04-13 03:26:47,,,,2017-07-19 07:52:58
